,display_name,name,start_date,end_date,type
399433.XSHE,国证交通运输行业指数,GZJY,2014-12-30,2200-01-01,index
399434.XSHE,国证传媒行业指数,GZCM,2014-12-30,2200-01-01,index
399435.XSHE,国证农牧渔产品行业指数,GZNM,2014-12-30,2200-01-01,index
399436.XSHE,国证煤炭行业指数,GZMT,2014-12-30,2200-01-01,index
399437.XSHE,国证证券行业指数,GZZQ,2014-12-30,2200-01-01,index
399438.XSHE,国证电力公用事业行业指数,GZDL,2014-12-30,2200-01-01,index
399439.XSHE,国证石油天然气行业指数,GZYQ,2014-12-30,2200-01-01,index
399440.XSHE,国证黑色金属行业指数,GZGT,2014-12-30,2200-01-01,index
399441.XSHE,国证生物医药指数,SWYY,2015-01-20,2200-01-01,index
399481.XSHE,企债指数,QZZS,2003-01-02,2200-01-01,index
399550.XSHE,央视50,YS50,2012-06-06,2200-01-01,index
399551.XSHE,央视创新,YSCX,2013-06-06,2200-01-01,index
399552.XSHE,央视成长,YSCZ,2013-06-06,2200-01-01,index
399553.XSHE,央视回报,YSHB,2013-06-06,2200-01-01,index
399554.XSHE,央视治理,YSZL,2013-06-06,2200-01-01,index
399555.XSHE,央视责任,YSZR,2013-06-06,2200-01-01,index
399556.XSHE,央视生态,YSST,2014-06-06,2200-01-01,index
399557.XSHE,央视文化,YSWH,2014-06-06,2200-01-01,index
399602.XSHE,中小成长,ZXCZ,2010-05-24,2200-01-01,index
399604.XSHE,中小价值,ZXJZ,2010-05-24,2200-01-01,index
399606.XSHE,创业板R,CYBR,2010-06-01,2200-01-01,index
399608.XSHE,科技100,KJ100,2010-10-18,2200-01-01,index
399610.XSHE,TMT50,TMT50,2010-11-08,2200-01-01,index
399611.XSHE,中创100R,ZC100R,2011-02-28,2200-01-01,index
399612.XSHE,中创100,ZC100,2011-02-28,2200-01-01,index
399613.XSHE,深证能源,SZNY,2011-06-15,2200-01-01,index
399614.XSHE,深证材料,SZCL,2011-06-15,2200-01-01,index
399615.XSHE,深证工业,SZGY,2011-06-15,2200-01-01,index
399616.XSHE,深证可选,SZKX,2011-06-15,2200-01-01,index
399617.XSHE,深证消费,SZXF,2011-06-15,2200-01-01,index
399618.XSHE,深证医药,SZYY,2011-06-15,2200-01-01,index
399619.XSHE,深证金融,SZJR,2011-06-15,2200-01-01,index
399620.XSHE,深证信息,SZXX,2011-06-15,2200-01-01,index
399621.XSHE,深证电信,SZDX,2011-06-15,2200-01-01,index
399622.XSHE,深证公用,SZGY,2011-06-15,2200-01-01,index
399623.XSHE,中小基础,ZXJC,2011-07-25,2200-01-01,index
399624.XSHE,中创400,ZC400,2011-08-15,2200-01-01,index
399625.XSHE,中创500,ZC500,2011-08-15,2200-01-01,index
399626.XSHE,中创成长,ZCCZ,2011-08-15,2200-01-01,index
399627.XSHE,中创价值,ZCJZ,2011-08-15,2200-01-01,index
399628.XSHE,700成长,700CZ,2011-09-01,2200-01-01,index
399629.XSHE,700价值,700JZ,2011-09-01,2200-01-01,index
399630.XSHE,1000成长,1000CZ,2011-09-01,2200-01-01,index
399631.XSHE,1000价值,1000JZ,2011-09-01,2200-01-01,index
399632.XSHE,深100EW,S100EW,2011-10-28,2200-01-01,index
399633.XSHE,深300EW,S300EW,2011-10-28,2200-01-01,index
399634.XSHE,中小板EW,ZXBEW,2011-10-28,2200-01-01,index
399635.XSHE,创业板EW,CYBEW,2011-10-28,2200-01-01,index
399636.XSHE,深证装备,SZZB,2011-11-15,2200-01-01,index
399637.XSHE,深证地产,SZDC,2011-11-15,2200-01-01,index
399638.XSHE,深证环保,SZHB,2011-11-15,2200-01-01,index
399639.XSHE,深证大宗,SZDZ,2011-11-15,2200-01-01,index
399640.XSHE,创业基础,CYJC,2012-01-16,2200-01-01,index
399641.XSHE,深证新兴,SZXX,2012-02-01,2200-01-01,index
399642.XSHE,中小新兴,ZXXX,2012-02-01,2200-01-01,index
399643.XSHE,创业新兴,CYXX,2012-02-01,2200-01-01,index
399644.XSHE,深证时钟,SZSZ,2012-03-26,2200-01-01,index
399645.XSHE,100低波,100DB,2012-06-12,2200-01-01,index
399646.XSHE,深消费50,SXF50,2012-08-06,2200-01-01,index
399647.XSHE,深医药50,SYY50,2012-08-06,2200-01-01,index
399648.XSHE,深证GDP,SZGDP,2012-08-08,2200-01-01,index
399649.XSHE,中小红利,ZXHL,2012-08-20,2200-01-01,index
399650.XSHE,中小治理,ZXZL,2012-08-20,2200-01-01,index
399651.XSHE,中小责任,ZXZR,2012-08-20,2200-01-01,index
399652.XSHE,中创高新,ZCGX,2012-09-17,2200-01-01,index
399653.XSHE,深证龙头,SZLT,2012-09-25,2200-01-01,index
399654.XSHE,深证文化,SZWH,2012-11-09,2200-01-01,index
399655.XSHE,深证绩效,SZJX,2012-11-19,2200-01-01,index
399656.XSHE,100绩效,100JX,2012-11-19,2200-01-01,index
399657.XSHE,300绩效,300JX,2012-11-19,2200-01-01,index
399658.XSHE,中小绩效,ZXJX,2012-11-19,2200-01-01,index
399659.XSHE,深成指EW,SCZEW,2012-11-23,2200-01-01,index
399660.XSHE,中创EW,ZCEW,2012-11-23,2200-01-01,index
399661.XSHE,深证低波,SZDB,2012-12-20,2200-01-01,index
399662.XSHE,深证高贝,SZGB,2012-12-20,2200-01-01,index
399663.XSHE,中小低波,ZXDB,2012-12-20,2200-01-01,index
399664.XSHE,中小高贝,ZXGB,2012-12-20,2200-01-01,index
399665.XSHE,中创低波,ZCDB,2012-12-20,2200-01-01,index
399666.XSHE,中创高贝,ZCGB,2012-12-20,2200-01-01,index
399667.XSHE,创业板G,CYBG,2013-01-07,2200-01-01,index
399668.XSHE,创业板V,CYBV,2013-01-07,2200-01-01,index
399669.XSHE,深证农业,SZNY,2013-06-24,2200-01-01,index
399670.XSHE,深周期50,SZQ50,2013-10-28,2200-01-01,index
399671.XSHE,深防御50,SFY50,2013-10-28,2200-01-01,index
399672.XSHE,深红利50,SHL50,2014-04-10,2200-01-01,index
399673.XSHE,创业板50,CYB50,2014-06-18,2200-01-01,index
399674.XSHE,深A医药卫生指数,SAYY,2015-06-08,2200-01-01,index
399675.XSHE,深A软件与互联网指数,SHLW,2015-06-08,2200-01-01,index
399676.XSHE,深A医药卫生等权指数,SYYEW,2015-06-08,2200-01-01,index
399677.XSHE,深A软件与互联网等权指数,SHLEW,2015-06-08,2200-01-01,index
399678.XSHE,深证次新股指数,SCXG,2015-06-18,2200-01-01,index
399679.XSHE,深证200指数,SZ200,2015-06-18,2200-01-01,index
399680.XSHE,深成能源行业指数,SCNY,2015-08-31,2200-01-01,index
399681.XSHE,深成原材料行业指数,SCCL,2015-08-31,2200-01-01,index
399682.XSHE,深成工业行业指数,SCGY,2015-08-31,2200-01-01,index
399683.XSHE,深成可选消费行业指数,SCKX,2015-08-31,2200-01-01,index
399684.XSHE,深成主要消费行业指数,SCXF,2015-08-31,2200-01-01,index
399685.XSHE,深成医药卫生行业指数,SCYY,2015-08-31,2200-01-01,index
399686.XSHE,深成金融地产行业指数,SCJR,2015-08-31,2200-01-01,index
399687.XSHE,深成信息技术行业指数,SCXX,2015-08-31,2200-01-01,index
399688.XSHE,深成电信业务行业指数,SCDX,2015-08-31,2200-01-01,index
399689.XSHE,深成公用事业行业指数,SCGY,2015-08-31,2200-01-01,index
399690.XSHE,深证中小板专利领先指数,ZXZL,2016-05-23,2200-01-01,index
399691.XSHE,深证创业板专利领先指数,CYZL,2016-05-23,2200-01-01,index
399692.XSHE,创业300低波动率指数,CYDB,2016-12-20,2200-01-01,index
399693.XSHE,安防产业,AFCY,2016-06-20,2200-01-01,index
399694.XSHE,创业高贝,CYGB,2016-12-20,2200-01-01,index
399695.XSHE,深证节能环保指数,SZJN,2017-04-28,2200-01-01,index
399696.XSHE,深证创投,SZCT,2016-10-21,2200-01-01,index
399697.XSHE,中关村60,ZGC60,2017-01-10,2200-01-01,index
399698.XSHE,深证优势成长,YSCZ,2017-06-15,2200-01-01,index
399699.XSHE,金融科技,JRKJ,2017-06-09,2200-01-01,index
399701.XSHE,深证F60,SZF60,2010-05-10,2200-01-01,index
399702.XSHE,深证F120,SZF120,2010-05-10,2200-01-01,index
399703.XSHE,深证F200,SZF200,2010-05-10,2200-01-01,index
399704.XSHE,深证上游,SZSY,2011-10-18,2200-01-01,index
399705.XSHE,深证中游,SZZY,2011-10-18,2200-01-01,index
399706.XSHE,深证下游,SZXY,2011-10-18,2200-01-01,index
399707.XSHE,中证申万证券行业指数,CSSWZQ,2015-04-16,2200-01-01,index
399802.XSHE,500深市,500SS,2012-09-05,2200-01-01,index
399803.XSHE,中证工业4.0指数,GY4.0,2015-03-10,2200-01-01,index
399804.XSHE,中证体育产业指数,ZZTY,2015-02-09,2200-01-01,index
399805.XSHE,中证互联网金融指数,HLJR,2015-02-10,2200-01-01,index
399806.XSHE,中证环境治理指数,HJZL,2014-07-21,2200-01-01,index
399807.XSHE,中证高铁产业指数,GTCY,2015-01-20,2200-01-01,index
399808.XSHE,中证新能源指数,ZZXN,2015-02-10,2200-01-01,index
399809.XSHE,中证方正富邦保险主题指数,BXZT,2015-02-13,2200-01-01,index
399810.XSHE,中证申万传媒行业投资指数,CSSWCM,2015-08-03,2200-01-01,index
399811.XSHE,中证申万电子行业投资指数,CSSWDZ,2015-08-03,2200-01-01,index
399812.XSHE,中证养老产业指数,YLCY,2014-06-06,2200-01-01,index
399813.XSHE,中证国防安全指数,ZZGA,2015-01-29,2200-01-01,index
399814.XSHE,中证大农业指数,DNY,2014-07-22,2200-01-01,index
399817.XSHE,中证阿拉善生态主题100指数,ST100,2015-10-21,2200-01-01,index
399901.XSHE,中证南方小康产业指数,XKZS,2010-04-01,2200-01-01,index
399902.XSHE,中证流通指数,ZZLT,2006-02-27,2200-01-01,index
399903.XSHE,中证100指数,ZZ100,2006-05-29,2200-01-01,index
399904.XSHE,中证中盘200指数,ZZ200,2007-01-15,2200-01-01,index
399905.XSHE,中证500,ZZ500,2007-01-15,2200-01-01,index
399906.XSHE,中证800指数,ZZ800,2007-01-15,2200-01-01,index
399907.XSHE,中证中小盘700指数,ZZ700,2007-01-15,2200-01-01,index
399908.XSHE,沪深300能源指数,300NY,2007-07-02,2200-01-01,index
399909.XSHE,沪深300原材料指数,300CL,2007-07-02,2200-01-01,index
399910.XSHE,沪深300工业指数,300GY,2007-07-02,2200-01-01,index
399911.XSHE,沪深300可选消费指数,300KX,2007-07-02,2200-01-01,index
399912.XSHE,沪深300主要消费指数,300XF,2007-07-02,2200-01-01,index
399913.XSHE,沪深300医药卫生指数,300YY,2007-07-02,2200-01-01,index
399914.XSHE,沪深300金融地产指数,300JR,2007-07-02,2200-01-01,index
399915.XSHE,沪深300信息技术指数,300XX,2007-07-02,2200-01-01,index
399916.XSHE,沪深300电信业务指数,300DX,2007-07-02,2200-01-01,index
399917.XSHE,沪深300公用事业指数,300GY,2007-07-02,2200-01-01,index
399918.XSHE,沪深300成长指数,300CZ,2008-01-21,2200-01-01,index
399919.XSHE,沪深300价值指数,300JZ,2008-01-21,2200-01-01,index
399920.XSHE,沪深300相对成长指数,300RCZ,2008-01-21,2200-01-01,index
399922.XSHE,中证红利指数,ZZHL,2008-05-26,2200-01-01,index
399923.XSHE,公司债,GSZ,2008-11-19,2200-01-01,index
399925.XSHE,中证锐联基本面50指数,JBM50,2009-02-26,2200-01-01,index
399926.XSHE,中证中央企业综合指数,ZZYQ,2009-03-30,2200-01-01,index
399927.XSHE,中证中央企业100指数,YQ100,2009-03-30,2200-01-01,index
399928.XSHE,中证能源指数,ZZNY,2009-07-03,2200-01-01,index
399929.XSHE,中证原材料指数,ZZCL,2009-07-03,2200-01-01,index
399930.XSHE,中证工业指数,ZZGY,2009-07-03,2200-01-01,index
399931.XSHE,中证可选消费指数,ZZKX,2009-07-03,2200-01-01,index
399932.XSHE,中证主要消费指数,ZZXF,2009-07-03,2200-01-01,index
399933.XSHE,中证医药卫生指数,ZZYY,2009-07-03,2200-01-01,index
399934.XSHE,中证金融地产指数,ZZJR,2009-07-03,2200-01-01,index
399935.XSHE,中证信息技术指数,ZZXX,2009-07-03,2200-01-01,index
399936.XSHE,中证电信业务指数,ZZDX,2009-07-03,2200-01-01,index
399937.XSHE,中证公用事业指数,ZZGY,2009-07-03,2200-01-01,index
399938.XSHE,中证民营企业综合指数,ZZMQ,2009-08-25,2200-01-01,index
399939.XSHE,中证民营企业200指数,MQ200,2009-08-25,2200-01-01,index
399940.XSHE,中证财富大盘指数,CFDP,2009-09-25,2015-04-29,index
399941.XSHE,中证内地新能源主题指数,XNY,2009-10-28,2200-01-01,index
399942.XSHE,中证内地消费主题指数,NDXF,2009-10-28,2200-01-01,index
399943.XSHE,中证内地基建主题指数,NDJJ,2009-10-28,2200-01-01,index
399944.XSHE,中证内地资源主题指数,NDZY,2009-10-28,2200-01-01,index
399945.XSHE,中证内地运输主题指数,NDYS,2009-10-28,2200-01-01,index
399946.XSHE,中证内地金融主题指数,NDJR,2009-10-28,2200-01-01,index
399947.XSHE,中证内地银行主题指数,NDYH,2009-10-28,2200-01-01,index
399948.XSHE,中证内地地产主题指数,NDDC,2009-10-28,2200-01-01,index
399949.XSHE,中证内地农业主题指数,NDNY,2009-10-28,2200-01-01,index
399950.XSHE,沪深300基建主题指数,300JJ,2009-10-28,2200-01-01,index
399951.XSHE,沪深300银行指数,300YH,2009-10-28,2200-01-01,index
399952.XSHE,沪深300地产指数,300DC,2009-10-28,2200-01-01,index
399953.XSHE,中证地方国有企业综合指数,ZZDQ,2010-02-09,2200-01-01,index
399954.XSHE,中证地方国有企业100指数,DQ100,2010-02-09,2200-01-01,index
399955.XSHE,中证国有企业综合指数,ZZGQ,2010-02-09,2200-01-01,index
399956.XSHE,中证国有企业200指数,GQ200,2010-02-09,2200-01-01,index
399957.XSHE,沪深300运输指数,300YS,2009-06-16,2200-01-01,index
399958.XSHE,中证创业成长指数,CYCZ,2010-03-24,2200-01-01,index
399959.XSHE,军工指数,JGZS,2011-08-30,2200-01-01,index
399960.XSHE,中证龙头企业指数,ZZLT,2010-02-09,2200-01-01,index
399961.XSHE,中证上游资源产业指数,ZZSY,2010-04-16,2200-01-01,index
399962.XSHE,中证中游制造产业指数,ZZZY,2010-04-16,2200-01-01,index
399963.XSHE,中证下游消费与服务产业指数,ZZXY,2010-04-16,2200-01-01,index
399964.XSHE,中证新兴产业指数,ZZXX,2010-04-30,2200-01-01,index
399965.XSHE,800地产,800DC,2014-04-04,2200-01-01,index
399966.XSHE,800非银,800FY,2014-04-04,2200-01-01,index
399967.XSHE,中证军工,ZZJG,2013-12-26,2200-01-01,index
399968.XSHE,沪深300周期行业指数,300ZQ,2010-05-28,2200-01-01,index
399969.XSHE,沪深300非周期行业指数,300FZ,2010-05-28,2200-01-01,index
399970.XSHE,中证移动互联网指数,YDHL,2014-05-05,2200-01-01,index
399971.XSHE,中证传媒指数,ZZCM,2014-04-15,2200-01-01,index
399972.XSHE,300深市,300SS,2012-06-21,2200-01-01,index
399973.XSHE,中证国防指数,ZZGF,2014-04-15,2200-01-01,index
399974.XSHE,中证国有企业改革指数,GQGG,2014-08-07,2200-01-01,index
399975.XSHE,中证全指证券公司指数(四级行业),ZQGS,2013-07-15,2200-01-01,index
399976.XSHE,中证新能源汽车指数,XNYC,2014-11-28,2200-01-01,index
399977.XSHE,中证内地低碳经济主题指数,NDDT,2011-01-21,2200-01-01,index
399978.XSHE,中证医药100指数,YY100,2011-03-18,2200-01-01,index
399979.XSHE,中证大宗商品股票指数,DZSP,2011-08-22,2200-01-01,index
399980.XSHE,中证超级大盘指数,ZZCD,2011-05-10,2200-01-01,index
399981.XSHE,沪深300行业分层等权重指数,300FC,2011-06-13,2200-01-01,index
399982.XSHE,中证500等权重指数,500DQ,2011-06-13,2200-01-01,index
399983.XSHE,沪深300地产等权重指数,DCDQ,2013-11-22,2200-01-01,index
399984.XSHE,沪深300等权重指数,300DQ,2011-08-02,2015-04-29,index
399985.XSHE,中证全指指数,ZZQZ,2011-08-02,2200-01-01,index
399986.XSHE,中证银行指数,ZZYH,2013-07-15,2200-01-01,index
399987.XSHE,中证酒指数,ZZJ,2014-12-10,2200-01-01,index
399989.XSHE,中证医疗指数,ZZYL,2014-10-31,2200-01-01,index
399990.XSHE,中证煤炭等权指数,MTDQ,2015-01-21,2200-01-01,index
399991.XSHE,中证一带一路主题指数,YDYL,2015-02-16,2200-01-01,index
399992.XSHE,中证万得并购重组指数,CSWDBG,2015-05-08,2200-01-01,index
399993.XSHE,中证万得生物科技指数,CSWDSK,2015-05-08,2200-01-01,index
399994.XSHE,中证信息安全主题指数,XXAQ,2015-03-12,2200-01-01,index
399995.XSHE,中证基建工程指数,JJGC,2015-03-12,2200-01-01,index
399996.XSHE,中证智能家居指数,ZNJJ,2014-09-17,2200-01-01,index
399997.XSHE,中证白酒指数,ZZBJ,2015-01-21,2200-01-01,index
399998.XSHE,中证煤炭指数,ZZMT,2015-02-13,2200-01-01,index
