,display_name,name,start_date,end_date,type
600120.XSHG,浙江东方,ZJDF,1997-12-01,2200-01-01,stock
600121.XSHG,郑州煤电,ZZMD,1998-01-07,2200-01-01,stock
600122.XSHG,宏图高科,HTGK,1998-04-20,2200-01-01,stock
600123.XSHG,兰花科创,LHKC,1998-12-17,2200-01-01,stock
600125.XSHG,铁龙物流,TLWL,1998-05-11,2200-01-01,stock
600126.XSHG,杭钢股份,HGGF,1998-03-11,2200-01-01,stock
600127.XSHG,金健米业,JJMY,1998-05-06,2200-01-01,stock
600128.XSHG,弘业股份,HYGF,1997-09-01,2200-01-01,stock
600129.XSHG,太极集团,TJJT,1997-11-18,2200-01-01,stock
600130.XSHG,波导股份,BDGF,2000-07-06,2200-01-01,stock
600131.XSHG,岷江水电,MJSD,1998-04-02,2200-01-01,stock
600132.XSHG,重庆啤酒,ZQPJ,1997-10-30,2200-01-01,stock
600133.XSHG,东湖高新,DHGX,1998-02-12,2200-01-01,stock
600135.XSHG,乐凯胶片,LKJP,1998-01-22,2200-01-01,stock
600136.XSHG,当代明诚,DDMC,1998-03-03,2200-01-01,stock
600137.XSHG,浪莎股份,LSGF,1998-04-16,2200-01-01,stock
600138.XSHG,中青旅,ZQL,1997-12-03,2200-01-01,stock
600139.XSHG,西部资源,XBZY,1998-02-25,2200-01-01,stock
600141.XSHG,兴发集团,XFJT,1999-06-16,2200-01-01,stock
600143.XSHG,金发科技,JFKJ,2004-06-23,2200-01-01,stock
600145.XSHG,*ST新亿,*STXY,1999-09-23,2200-01-01,stock
600146.XSHG,商赢环球,SYHQ,1999-07-07,2200-01-01,stock
600148.XSHG,长春一东,CCYD,1998-05-20,2200-01-01,stock
600149.XSHG,ST坊展,STFZ,1999-10-14,2200-01-01,stock
600150.XSHG,中国船舶,ZGCB,1998-05-20,2200-01-01,stock
600151.XSHG,航天机电,HTJD,1998-06-05,2200-01-01,stock
600152.XSHG,维科技术,WKJS,1998-06-09,2200-01-01,stock
600153.XSHG,建发股份,JFGF,1998-06-16,2200-01-01,stock
600155.XSHG,华创阳安,HCYA,1998-09-18,2200-01-01,stock
600156.XSHG,华升股份,HSGF,1998-05-27,2200-01-01,stock
600157.XSHG,永泰能源,YTNY,1998-05-13,2200-01-01,stock
600158.XSHG,中体产业,ZTCY,1998-03-27,2200-01-01,stock
600159.XSHG,大龙地产,DLDC,1998-05-26,2200-01-01,stock
600160.XSHG,巨化股份,JHGF,1998-06-26,2200-01-01,stock
600161.XSHG,天坛生物,TTSW,1998-06-16,2200-01-01,stock
600162.XSHG,香江控股,XJKG,1998-06-09,2200-01-01,stock
600163.XSHG,中闽能源,ZMNY,1998-06-02,2200-01-01,stock
600165.XSHG,新日恒力,XRHL,1998-05-29,2200-01-01,stock
600166.XSHG,福田汽车,FTQC,1998-06-02,2200-01-01,stock
600167.XSHG,联美控股,LMKG,1999-01-28,2200-01-01,stock
600168.XSHG,武汉控股,WHKG,1998-04-27,2200-01-01,stock
600169.XSHG,太原重工,TYZG,1998-09-04,2200-01-01,stock
600170.XSHG,上海建工,SHJG,1998-06-23,2200-01-01,stock
600171.XSHG,上海贝岭,SHBL,1998-09-24,2200-01-01,stock
600172.XSHG,黄河旋风,HHXF,1998-11-26,2200-01-01,stock
600173.XSHG,卧龙地产,WLDC,1999-04-15,2200-01-01,stock
600175.XSHG,美都能源,MDNY,1999-04-08,2200-01-01,stock
600176.XSHG,中国巨石,ZGJS,1999-04-22,2200-01-01,stock
600177.XSHG,雅戈尔,YGE,1998-11-19,2200-01-01,stock
600178.XSHG,东安动力,DADL,1998-10-14,2200-01-01,stock
600179.XSHG,ST安通,STAT,1998-11-04,2200-01-01,stock
600180.XSHG,瑞茂通,RMT,1998-07-03,2200-01-01,stock
600181.XSHG,S*ST云大,S*STYD,1998-09-28,2007-06-01,stock
600182.XSHG,S佳通,SJT,1999-05-07,2200-01-01,stock
600183.XSHG,生益科技,SYKJ,1998-10-28,2200-01-01,stock
600184.XSHG,光电股份,GDGF,2003-11-06,2200-01-01,stock
600185.XSHG,格力地产,GLDC,1999-06-11,2200-01-01,stock
600186.XSHG,*ST莲花,*STLH,1998-08-25,2200-01-01,stock
600187.XSHG,国中水务,GZSW,1998-11-11,2200-01-01,stock
600188.XSHG,兖州煤业,YZMY,1998-07-01,2200-01-01,stock
600189.XSHG,吉林森工,JLSG,1998-10-07,2200-01-01,stock
600190.XSHG,锦州港,JZG,1999-06-09,2200-01-01,stock
600191.XSHG,华资实业,HZSY,1998-12-10,2200-01-01,stock
600192.XSHG,长城电工,CCDG,1998-12-24,2200-01-01,stock
600193.XSHG,ST创兴,STCX,1999-05-27,2200-01-01,stock
600195.XSHG,中牧股份,ZMGF,1999-01-07,2200-01-01,stock
600196.XSHG,复星医药,FXYY,1998-08-07,2200-01-01,stock
600197.XSHG,伊力特,YLT,1999-09-16,2200-01-01,stock
600198.XSHG,大唐电信,DTDX,1998-10-21,2200-01-01,stock
600199.XSHG,金种子酒,JZZJ,1998-08-12,2200-01-01,stock
600200.XSHG,江苏吴中,JSWZ,1999-04-01,2200-01-01,stock
600201.XSHG,生物股份,SWGF,1999-01-15,2200-01-01,stock
600202.XSHG,哈空调,HKD,1999-06-03,2200-01-01,stock
600203.XSHG,福日电子,FRDZ,1999-05-14,2200-01-01,stock
600205.XSHG,S山东铝,SSDL,1999-06-30,2007-04-27,stock
600206.XSHG,有研新材,YYXC,1999-03-19,2200-01-01,stock
600207.XSHG,安彩高科,ACGK,1999-07-14,2200-01-01,stock
600208.XSHG,新湖中宝,XHZB,1999-06-23,2200-01-01,stock
600209.XSHG,ST罗顿,STLD,1999-03-25,2200-01-01,stock
600210.XSHG,紫江企业,ZJQY,1999-08-24,2200-01-01,stock
600211.XSHG,西藏药业,XCYY,1999-07-21,2200-01-01,stock
600212.XSHG,江泉实业,JQSY,1999-08-17,2200-01-01,stock
600213.XSHG,亚星客车,YXKC,1999-08-31,2200-01-01,stock
600215.XSHG,长春经开,CCJK,1999-09-09,2200-01-01,stock
600216.XSHG,浙江医药,ZJYY,1999-10-21,2200-01-01,stock
600217.XSHG,中再资环,ZZZH,1999-12-16,2200-01-01,stock
600218.XSHG,全柴动力,QCDL,1998-12-03,2200-01-01,stock
600219.XSHG,南山铝业,NSLY,1999-12-23,2200-01-01,stock
600220.XSHG,江苏阳光,JSYG,1999-09-27,2200-01-01,stock
600221.XSHG,海航控股,HHKG,1999-11-25,2200-01-01,stock
600222.XSHG,太龙药业,TLYY,1999-11-05,2200-01-01,stock
600223.XSHG,鲁商发展,LSFZ,2000-01-13,2200-01-01,stock
600225.XSHG,天津松江,TJSJ,2000-01-27,2200-01-01,stock
600226.XSHG,瀚叶股份,HYGF,1999-11-16,2200-01-01,stock
600227.XSHG,圣济堂,SJT,2000-02-21,2200-01-01,stock
600228.XSHG,ST昌九,STCJ,1999-01-19,2200-01-01,stock
600229.XSHG,城市传媒,CSCM,2000-03-09,2200-01-01,stock
600230.XSHG,沧州大化,CZDH,2000-04-06,2200-01-01,stock
600231.XSHG,凌钢股份,LGGF,2000-05-11,2200-01-01,stock
600232.XSHG,金鹰股份,JYGF,2000-06-02,2200-01-01,stock
600233.XSHG,圆通速递,YTSD,2000-06-08,2200-01-01,stock
600234.XSHG,*ST山水,*STSS,2000-06-15,2200-01-01,stock
600235.XSHG,民丰特纸,MFTZ,2000-06-15,2200-01-01,stock
600236.XSHG,桂冠电力,GGDL,2000-03-23,2200-01-01,stock
600237.XSHG,铜峰电子,TFDZ,2000-06-09,2200-01-01,stock
600238.XSHG,ST椰岛,STYD,2000-01-20,2200-01-01,stock
600239.XSHG,云南城投,YNCT,1999-12-02,2200-01-01,stock
600240.XSHG,*ST华业,*STHY,2000-06-28,2200-01-01,stock
600241.XSHG,时代万恒,SDWH,2000-11-28,2200-01-01,stock
600242.XSHG,中昌数据,ZCSJ,2000-12-07,2200-01-01,stock
600243.XSHG,青海华鼎,QHHD,2000-11-20,2200-01-01,stock
600246.XSHG,万通地产,WTDC,2000-09-22,2200-01-01,stock
600247.XSHG,ST成城,STCC,2000-11-23,2200-01-01,stock
600248.XSHG,延长化建,YCHJ,2000-06-22,2200-01-01,stock
600249.XSHG,两面针,LMZ,2004-01-30,2200-01-01,stock
600250.XSHG,南纺股份,NFGF,2001-03-06,2200-01-01,stock
600251.XSHG,冠农股份,GNGF,2003-06-09,2200-01-01,stock
600252.XSHG,中恒集团,ZHJT,2000-11-30,2200-01-01,stock
600253.XSHG,天方药业,TFYY,2000-12-27,2013-07-15,stock
600255.XSHG,梦舟股份,MZGF,2000-11-22,2200-01-01,stock
600256.XSHG,广汇能源,GHNY,2000-05-26,2200-01-01,stock
600257.XSHG,大湖股份,DHGF,2000-06-12,2200-01-01,stock
600258.XSHG,首旅酒店,SLJD,2000-06-01,2200-01-01,stock
600259.XSHG,广晟有色,GSYS,2000-05-25,2200-01-01,stock
600260.XSHG,凯乐科技,KLKJ,2000-07-06,2200-01-01,stock
600261.XSHG,阳光照明,YGZM,2000-07-20,2200-01-01,stock
600262.XSHG,北方股份,BFGF,2000-06-30,2200-01-01,stock
600263.XSHG,路桥建设,LQJS,2000-07-25,2012-03-01,stock
600265.XSHG,ST景谷,STJG,2000-08-25,2200-01-01,stock
600266.XSHG,北京城建,BJCJ,1999-02-03,2200-01-01,stock
600267.XSHG,海正药业,HZYY,2000-07-25,2200-01-01,stock
600268.XSHG,国电南自,GDNZ,1999-11-18,2200-01-01,stock
600269.XSHG,赣粤高速,GYGS,2000-05-18,2200-01-01,stock
600270.XSHG,外运发展,WYFZ,2000-12-28,2018-12-27,stock
600271.XSHG,航天信息,HTXX,2003-07-11,2200-01-01,stock
600272.XSHG,开开实业,KKSY,1997-01-08,2200-01-01,stock
600273.XSHG,嘉化能源,JHNY,2003-06-27,2200-01-01,stock
600275.XSHG,ST昌鱼,STCY,2000-08-10,2200-01-01,stock
600276.XSHG,恒瑞医药,HRYY,2000-10-18,2200-01-01,stock
600277.XSHG,亿利洁能,YLJN,2000-07-25,2200-01-01,stock
600278.XSHG,东方创业,DFCY,2000-07-12,2200-01-01,stock
600279.XSHG,重庆港九,ZQGJ,2000-07-31,2200-01-01,stock
600280.XSHG,中央商场,ZYSC,2000-09-26,2200-01-01,stock
600281.XSHG,太化股份,THGF,2000-11-09,2200-01-01,stock
600282.XSHG,南钢股份,NGGF,2000-09-19,2200-01-01,stock
600283.XSHG,钱江水利,QJSL,2000-10-18,2200-01-01,stock
600284.XSHG,浦东建设,PDJS,2004-03-16,2200-01-01,stock
600285.XSHG,羚锐制药,LRZY,2000-10-18,2200-01-01,stock
600286.XSHG,S*ST国瓷,S*STGC,1999-12-09,2007-05-31,stock
600287.XSHG,江苏舜天,JSST,2000-09-01,2200-01-01,stock
600288.XSHG,大恒科技,DHKJ,2000-11-29,2200-01-01,stock
600289.XSHG,*ST信通,*STXT,2000-07-20,2200-01-01,stock
600290.XSHG,华仪电气,HYDQ,2000-11-06,2200-01-01,stock
600291.XSHG,西水股份,XSGF,2000-07-31,2200-01-01,stock
600292.XSHG,远达环保,YDHB,2000-11-01,2200-01-01,stock
600293.XSHG,三峡新材,SXXC,2000-09-19,2200-01-01,stock
600295.XSHG,鄂尔多斯,EEDS,1995-10-20,2200-01-01,stock
600296.XSHG,S兰铝,SLL,2000-07-19,2007-04-27,stock
600297.XSHG,广汇汽车,GHQC,2000-11-16,2200-01-01,stock
600298.XSHG,安琪酵母,AQJM,2000-08-18,2200-01-01,stock
600299.XSHG,安迪苏,ADS,2000-04-20,2200-01-01,stock
600300.XSHG,维维股份,WWGF,2000-06-30,2200-01-01,stock
600301.XSHG,ST南化,STNH,2000-07-12,2200-01-01,stock
600302.XSHG,标准股份,BZGF,2000-12-13,2200-01-01,stock
600303.XSHG,曙光股份,SGGF,2000-12-26,2200-01-01,stock
600305.XSHG,恒顺醋业,HSCY,2001-02-06,2200-01-01,stock
600306.XSHG,商业城,SYC,2000-12-26,2200-01-01,stock
600307.XSHG,酒钢宏兴,JGHX,2000-12-20,2200-01-01,stock
600308.XSHG,华泰股份,HTGF,2000-09-28,2200-01-01,stock
600309.XSHG,万华化学,WHHX,2000-01-05,2200-01-01,stock
600310.XSHG,桂东电力,GDDL,2001-02-28,2200-01-01,stock
600311.XSHG,荣华实业,RHSY,2001-06-26,2200-01-01,stock
600312.XSHG,平高电气,PGDQ,2001-02-21,2200-01-01,stock
600313.XSHG,农发种业,NFZY,2001-01-19,2200-01-01,stock
600315.XSHG,上海家化,SHJH,2001-03-15,2200-01-01,stock
600316.XSHG,洪都航空,HDHK,2000-12-15,2200-01-01,stock
600317.XSHG,营口港,YKG,2002-01-31,2200-01-01,stock
600318.XSHG,新力金融,XLJR,2000-12-08,2200-01-01,stock
600319.XSHG,亚星化学,YXHX,2001-03-26,2200-01-01,stock
600320.XSHG,振华重工,ZHZG,2000-12-21,2200-01-01,stock
600321.XSHG,ST正源,STZY,2001-05-24,2200-01-01,stock
600322.XSHG,天房发展,TFFZ,2001-09-10,2200-01-01,stock
600323.XSHG,瀚蓝环境,HLHJ,2000-12-25,2200-01-01,stock
600325.XSHG,华发股份,HFGF,2004-02-25,2200-01-01,stock
600326.XSHG,西藏天路,XCTL,2001-01-16,2200-01-01,stock
600327.XSHG,大东方,DDF,2002-06-25,2200-01-01,stock
600328.XSHG,兰太实业,LTSY,2000-12-22,2200-01-01,stock
600329.XSHG,中新药业,ZXYY,2001-06-06,2200-01-01,stock
600330.XSHG,天通股份,TTGF,2001-01-18,2200-01-01,stock
600331.XSHG,宏达股份,HDGF,2001-12-20,2200-01-01,stock
600332.XSHG,白云山,BYS,2001-02-06,2200-01-01,stock
600333.XSHG,长春燃气,CCRQ,2000-12-11,2200-01-01,stock
600335.XSHG,国机汽车,GJQC,2001-03-05,2200-01-01,stock
600336.XSHG,澳柯玛,AKM,2000-12-29,2200-01-01,stock
600337.XSHG,美克家居,MKJJ,2000-11-27,2200-01-01,stock
600338.XSHG,西藏珠峰,XCZF,2000-12-27,2200-01-01,stock
600339.XSHG,中油工程,ZYGC,2000-12-25,2200-01-01,stock
600340.XSHG,华夏幸福,HXXF,2003-12-30,2200-01-01,stock
600343.XSHG,航天动力,HTDL,2003-04-08,2200-01-01,stock
600345.XSHG,长江通信,CJTX,2000-12-22,2200-01-01,stock
600346.XSHG,恒力石化,HLSH,2001-08-20,2200-01-01,stock
600348.XSHG,阳泉煤业,YQMY,2003-08-21,2200-01-01,stock
600350.XSHG,山东高速,SDGS,2002-03-18,2200-01-01,stock
600351.XSHG,亚宝药业,YBYY,2002-09-26,2200-01-01,stock
600352.XSHG,浙江龙盛,ZJLS,2003-08-01,2200-01-01,stock
600353.XSHG,旭光股份,XGGF,2002-11-20,2200-01-01,stock
600354.XSHG,敦煌种业,DHZY,2004-01-15,2200-01-01,stock
600355.XSHG,精伦电子,JLDZ,2002-06-13,2200-01-01,stock
600356.XSHG,恒丰纸业,HFZY,2001-04-19,2200-01-01,stock
600357.XSHG,承德钒钛,CDFT,2002-09-06,2009-12-29,stock
600358.XSHG,国旅联合,GLLH,2000-09-22,2200-01-01,stock
600359.XSHG,新农开发,XNKF,1999-04-29,2200-01-01,stock
600360.XSHG,华微电子,HWDZ,2001-03-16,2200-01-01,stock
600361.XSHG,华联综超,HLZC,2001-11-29,2200-01-01,stock
600362.XSHG,江西铜业,JXTY,2002-01-11,2200-01-01,stock
600363.XSHG,联创光电,LCGD,2001-03-29,2200-01-01,stock
600365.XSHG,通葡股份,TPGF,2001-01-15,2200-01-01,stock
600366.XSHG,宁波韵升,NBYS,2000-10-30,2200-01-01,stock
600367.XSHG,红星发展,HXFZ,2001-03-20,2200-01-01,stock
600368.XSHG,五洲交通,WZJT,2000-12-21,2200-01-01,stock
600369.XSHG,西南证券,XNZQ,2001-01-09,2200-01-01,stock
600370.XSHG,三房巷,SFX,2003-03-06,2200-01-01,stock
600371.XSHG,万向德农,WXDN,2002-09-16,2200-01-01,stock
600372.XSHG,中航电子,ZHDZ,2001-07-06,2200-01-01,stock
600373.XSHG,中文传媒,ZWCM,2002-03-04,2200-01-01,stock
600375.XSHG,华菱星马,HLXM,2003-04-01,2200-01-01,stock
600376.XSHG,首开股份,SKGF,2001-03-12,2200-01-01,stock
600377.XSHG,宁沪高速,NHGS,2001-01-16,2200-01-01,stock
600378.XSHG,昊华科技,HHKJ,2001-01-11,2200-01-01,stock
600379.XSHG,宝光股份,BGGF,2002-01-16,2200-01-01,stock
600380.XSHG,健康元,JKY,2001-06-08,2200-01-01,stock
600381.XSHG,青海春天,QHCT,2001-05-08,2200-01-01,stock
600382.XSHG,广东明珠,GDMZ,2001-01-18,2200-01-01,stock
600383.XSHG,金地集团,JDJT,2001-04-12,2200-01-01,stock
600385.XSHG,*ST金泰,*STJT,2001-07-23,2200-01-01,stock
600386.XSHG,北巴传媒,BBCM,2001-02-16,2200-01-01,stock
600387.XSHG,海越能源,HYNY,2004-02-18,2200-01-01,stock
600388.XSHG,龙净环保,LJHB,2000-12-29,2200-01-01,stock
600389.XSHG,江山股份,JSGF,2001-01-10,2200-01-01,stock
600390.XSHG,五矿资本,WKZB,2001-01-15,2200-01-01,stock
600391.XSHG,航发科技,HFKJ,2001-12-12,2200-01-01,stock
600392.XSHG,盛和资源,SHZY,2003-05-29,2200-01-01,stock
600393.XSHG,粤泰股份,YTGF,2001-03-19,2200-01-01,stock
600395.XSHG,盘江股份,PJGF,2001-05-31,2200-01-01,stock
600396.XSHG,*ST金山,*STJS,2001-03-28,2200-01-01,stock
600397.XSHG,安源煤业,AYMY,2002-07-02,2200-01-01,stock
600398.XSHG,海澜之家,HLZJ,2000-12-28,2200-01-01,stock
600399.XSHG,ST抚钢,STFG,2000-12-29,2200-01-01,stock
600400.XSHG,红豆股份,HDGF,2001-01-08,2200-01-01,stock
600401.XSHG,退市海润,TSHR,2003-09-24,2019-07-08,stock
600403.XSHG,大有能源,DYNY,2003-10-09,2200-01-01,stock
600405.XSHG,动力源,DLY,2004-04-01,2200-01-01,stock
600406.XSHG,国电南瑞,GDNR,2003-10-16,2200-01-01,stock
600408.XSHG,ST安泰,STAT,2003-02-12,2200-01-01,stock
600409.XSHG,三友化工,SYHG,2003-06-18,2200-01-01,stock
600410.XSHG,华胜天成,HSTC,2004-04-27,2200-01-01,stock
600415.XSHG,小商品城,XSPC,2002-05-09,2200-01-01,stock
600416.XSHG,湘电股份,XDGF,2002-07-18,2200-01-01,stock
600418.XSHG,江淮汽车,JHQC,2001-08-24,2200-01-01,stock
600419.XSHG,天润乳业,TRRY,2001-06-28,2200-01-01,stock
600420.XSHG,现代制药,XDZY,2004-06-16,2200-01-01,stock
600421.XSHG,*ST仰帆,*STYF,2004-06-07,2200-01-01,stock
600422.XSHG,昆药集团,KYJT,2000-12-06,2200-01-01,stock
600423.XSHG,*ST柳化,*STLH,2003-07-17,2200-01-01,stock
600425.XSHG,青松建化,QSJH,2003-07-24,2200-01-01,stock
600426.XSHG,华鲁恒升,HLHS,2002-06-20,2200-01-01,stock
600428.XSHG,中远海特,ZYHT,2002-04-18,2200-01-01,stock
600429.XSHG,三元股份,SYGF,2003-09-15,2200-01-01,stock
600432.XSHG,退市吉恩,TSJE,2003-09-05,2018-07-13,stock
600433.XSHG,冠豪高新,GHGX,2003-06-19,2200-01-01,stock
600435.XSHG,北方导航,BFDH,2003-07-04,2200-01-01,stock
600436.XSHG,片仔癀,PZH,2003-06-16,2200-01-01,stock
600438.XSHG,通威股份,TWGF,2004-03-02,2200-01-01,stock
600439.XSHG,瑞贝卡,RBQ,2003-07-10,2200-01-01,stock
600444.XSHG,国机通用,GJTY,2004-02-19,2200-01-01,stock
600446.XSHG,金证股份,JZGF,2003-12-24,2200-01-01,stock
600448.XSHG,华纺股份,HFGF,2001-09-03,2200-01-01,stock
600449.XSHG,宁夏建材,NXJC,2003-08-29,2200-01-01,stock
600452.XSHG,涪陵电力,FLDL,2004-03-03,2200-01-01,stock
600455.XSHG,博通股份,BTGF,2004-03-29,2200-01-01,stock
600456.XSHG,宝钛股份,BTGF,2002-04-12,2200-01-01,stock
600458.XSHG,时代新材,SDXC,2002-12-19,2200-01-01,stock
600459.XSHG,贵研铂业,GYBY,2003-05-16,2200-01-01,stock
600460.XSHG,士兰微,SLW,2003-03-11,2200-01-01,stock
600461.XSHG,洪城水业,HCSY,2004-06-01,2200-01-01,stock
600462.XSHG,*ST九有,*STJY,2003-09-03,2200-01-01,stock
600463.XSHG,空港股份,KGGF,2004-03-18,2200-01-01,stock
600466.XSHG,蓝光发展,LGFZ,2001-02-12,2200-01-01,stock
600467.XSHG,好当家,HDJ,2004-04-05,2200-01-01,stock
600468.XSHG,百利电气,BLDQ,2001-06-15,2200-01-01,stock
600469.XSHG,风神股份,FSGF,2003-10-21,2200-01-01,stock
600470.XSHG,六国化工,LGHG,2004-03-05,2200-01-01,stock
600472.XSHG,包头铝业,BTLY,2005-05-09,2007-12-26,stock
600475.XSHG,华光股份,HGGF,2003-07-21,2200-01-01,stock
600476.XSHG,湘邮科技,XYKJ,2003-12-10,2200-01-01,stock
600477.XSHG,杭萧钢构,HXGG,2003-11-10,2200-01-01,stock
600478.XSHG,科力远,KLY,2003-09-18,2200-01-01,stock
600479.XSHG,千金药业,QJYY,2004-03-12,2200-01-01,stock
600480.XSHG,凌云股份,LYGF,2003-08-15,2200-01-01,stock
600481.XSHG,双良节能,SLJN,2003-04-22,2200-01-01,stock
600482.XSHG,中国动力,ZGDL,2004-07-14,2200-01-01,stock
600483.XSHG,福能股份,FNGF,2004-05-31,2200-01-01,stock
600485.XSHG,*ST信威,*STXW,2003-08-07,2200-01-01,stock
600486.XSHG,扬农化工,YNHG,2002-04-25,2200-01-01,stock
600487.XSHG,亨通光电,HTGD,2003-08-22,2200-01-01,stock
600488.XSHG,天药股份,TYGF,2001-06-18,2200-01-01,stock
600489.XSHG,中金黄金,ZJHJ,2003-08-14,2200-01-01,stock
600490.XSHG,鹏欣资源,PXZY,2003-06-26,2200-01-01,stock
600491.XSHG,龙元建设,LYJS,2004-05-24,2200-01-01,stock
600493.XSHG,凤竹纺织,FZFZ,2004-04-21,2200-01-01,stock
600495.XSHG,晋西车轴,JXCZ,2004-05-26,2200-01-01,stock
600496.XSHG,精工钢构,JGGG,2002-06-05,2200-01-01,stock
600497.XSHG,驰宏锌锗,CHXD,2004-04-20,2200-01-01,stock
600498.XSHG,烽火通信,FHTX,2001-08-23,2200-01-01,stock
600499.XSHG,科达洁能,KDJN,2002-10-10,2200-01-01,stock
600500.XSHG,中化国际,ZHGJ,2000-03-01,2200-01-01,stock
600501.XSHG,航天晨光,HTCG,2001-06-15,2200-01-01,stock
600502.XSHG,安徽建工,AHJG,2003-04-15,2200-01-01,stock
600503.XSHG,华丽家族,HLJZ,2002-07-09,2200-01-01,stock
600505.XSHG,西昌电力,XCDL,2002-05-30,2200-01-01,stock
600506.XSHG,香梨股份,XLGF,2001-12-26,2200-01-01,stock
600507.XSHG,方大特钢,FDTG,2003-09-30,2200-01-01,stock
600508.XSHG,上海能源,SHNY,2001-08-29,2200-01-01,stock
600509.XSHG,天富能源,TFNY,2002-02-28,2200-01-01,stock
600510.XSHG,黑牡丹,HMD,2002-06-18,2200-01-01,stock
600511.XSHG,国药股份,GYGF,2002-11-27,2200-01-01,stock
600512.XSHG,腾达建设,TDJS,2002-12-26,2200-01-01,stock
600513.XSHG,联环药业,LHYY,2003-03-19,2200-01-01,stock
600515.XSHG,海航基础,HHJC,2002-08-06,2200-01-01,stock
600516.XSHG,方大炭素,FDTS,2002-08-30,2200-01-01,stock
600517.XSHG,置信电气,ZXDQ,2003-10-10,2200-01-01,stock
600518.XSHG,ST康美,STKM,2001-03-19,2200-01-01,stock
600519.XSHG,贵州茅台,GZMT,2001-08-27,2200-01-01,stock
600520.XSHG,文一科技,WYKJ,2002-01-08,2200-01-01,stock
600521.XSHG,华海药业,HHYY,2003-03-04,2200-01-01,stock
600522.XSHG,中天科技,ZTKJ,2002-10-24,2200-01-01,stock
600523.XSHG,贵航股份,GHGF,2001-12-27,2200-01-01,stock
600525.XSHG,长园集团,CYJT,2002-12-02,2200-01-01,stock
600526.XSHG,*ST菲达,*STFD,2002-07-22,2200-01-01,stock
600527.XSHG,江南高纤,JNGX,2003-11-27,2200-01-01,stock
600528.XSHG,中铁工业,ZTGY,2001-05-28,2200-01-01,stock
600529.XSHG,山东药玻,SDYB,2002-06-03,2200-01-01,stock
600530.XSHG,交大昂立,JDAL,2001-07-02,2200-01-01,stock
600531.XSHG,豫光金铅,YGJQ,2002-07-30,2200-01-01,stock
600532.XSHG,宏达矿业,HDKY,2002-10-31,2200-01-01,stock
600533.XSHG,栖霞建设,QXJS,2002-03-28,2200-01-01,stock
600535.XSHG,天士力,TSL,2002-08-23,2200-01-01,stock
600536.XSHG,中国软件,ZGRJ,2002-05-17,2200-01-01,stock
600537.XSHG,亿晶光电,YJGD,2003-01-23,2200-01-01,stock
600538.XSHG,国发股份,GFGF,2003-01-14,2200-01-01,stock
600539.XSHG,ST狮头,STST,2001-08-24,2200-01-01,stock
600540.XSHG,新赛股份,XSGF,2004-01-07,2200-01-01,stock
600543.XSHG,莫高股份,MGGF,2004-03-24,2200-01-01,stock
600545.XSHG,卓郎智能,ZLZN,2003-12-03,2200-01-01,stock
600546.XSHG,山煤国际,SMGJ,2003-07-31,2200-01-01,stock
600547.XSHG,山东黄金,SDHJ,2003-08-28,2200-01-01,stock
600548.XSHG,深高速,SGS,2001-12-25,2200-01-01,stock
600549.XSHG,厦门钨业,SMWY,2002-11-07,2200-01-01,stock
600550.XSHG,保变电气,BBDQ,2001-02-28,2200-01-01,stock
600551.XSHG,时代出版,SDCB,2002-09-05,2200-01-01,stock
600552.XSHG,凯盛科技,KSKJ,2002-11-08,2200-01-01,stock
600553.XSHG,太行水泥,TXSN,2002-08-22,2011-02-18,stock
600555.XSHG,海航创新,HHCX,2001-03-28,2200-01-01,stock
600556.XSHG,ST慧球,STHQ,2001-08-07,2200-01-01,stock
600557.XSHG,康缘药业,KYYY,2002-09-18,2200-01-01,stock
600558.XSHG,大西洋,DXY,2001-02-27,2200-01-01,stock
600559.XSHG,老白干酒,LBGJ,2002-10-29,2200-01-01,stock
600560.XSHG,金自天正,JZTZ,2002-09-19,2200-01-01,stock
600561.XSHG,江西长运,JXCY,2002-07-16,2200-01-01,stock
600562.XSHG,国睿科技,GRKJ,2003-01-28,2200-01-01,stock
600563.XSHG,法拉电子,FLDZ,2002-12-10,2200-01-01,stock
600565.XSHG,迪马股份,DMGF,2002-07-23,2200-01-01,stock
600566.XSHG,济川药业,JCYY,2001-08-22,2200-01-01,stock
600567.XSHG,山鹰纸业,SYZY,2001-12-18,2200-01-01,stock
600568.XSHG,中珠医疗,ZZYL,2001-05-18,2200-01-01,stock
600569.XSHG,安阳钢铁,AYGT,2001-08-20,2200-01-01,stock
600570.XSHG,恒生电子,HSDZ,2003-12-16,2200-01-01,stock
600571.XSHG,信雅达,XYD,2002-11-01,2200-01-01,stock
600572.XSHG,康恩贝,KEB,2004-04-12,2200-01-01,stock
600573.XSHG,惠泉啤酒,HQPJ,2003-02-26,2200-01-01,stock
600575.XSHG,淮河能源,HHNY,2003-03-28,2200-01-01,stock
600576.XSHG,祥源文化,XYWH,2003-02-20,2200-01-01,stock
600577.XSHG,精达股份,JDGF,2002-09-11,2200-01-01,stock
600578.XSHG,京能电力,JNDL,2002-05-10,2200-01-01,stock
600579.XSHG,克劳斯,KLS,2002-08-09,2200-01-01,stock
600580.XSHG,卧龙电驱,WLDQ,2002-06-06,2200-01-01,stock
600581.XSHG,八一钢铁,BYGT,2002-08-16,2200-01-01,stock
600582.XSHG,天地科技,TDKJ,2002-05-15,2200-01-01,stock
